Word,LogOdds,Score,Category
amtuu,1.412274643,1.6,positive
diggaa,1.412274643,1.6,positive
tayii,1.412274643,1.6,positive
gammeef,1.412274643,1.6,positive
gooftaan,1.412274643,1.6,positive
nammaa,1.412274643,1.6,positive
haajalatu,1.412274643,1.6,positive
argadhu,1.412274643,1.6,positive
quufuu,1.412274643,1.6,positive
dhuugaa,1.412274643,1.6,positive
quufamu,1.412274643,1.6,positive
addaati,1.412274643,1.6,positive
keessuma,1.412274643,1.6,positive
ll,1.412274643,1.6,positive
isinifi,1.412274643,1.6,positive
wayiin,1.412274643,1.6,positive
argaatu,1.412274643,1.6,positive
jagna,1.412274643,1.6,positive
bilchataa,1.412274643,1.6,positive
gorsa,1.412274643,1.6,positive
kessan,1.476813165,1.6,positive
eebbiifamii,1.412274643,1.6,positive
dhukubbaa,1.412274643,1.6,positive
namooni,1.412274643,1.6,positive
taauu,1.412274643,1.6,positive
caqasee,1.412274643,1.6,positive
dherreessuu,1.412274643,1.6,positive
tabarakkallah,1.412274643,1.6,positive
sanyiikoo,1.412274643,1.6,positive
seene,1.412274643,1.6,positive
abeet,1.412274643,1.6,positive
barbadeen,1.412274643,1.6,positive
baatuun,1.412274643,1.6,positive
jajjabeeffamuu,1.412274643,1.6,positive
baayatee,1.412274643,1.6,positive
yaallhaa,1.412274643,1.6,positive
xiqqaa,0.0,0.5,diminisher
tokko tokko,0.0,0.5,diminisher
xiqqoo,0.0,0.5,diminisher
xinnoo,0.0,0.5,diminisher
hin,0.0,0.0,negation
miti,0.0,0.0,negation
in,0.0,0.0,negation
gadhe,-1.072632006,-1.2,negative
odeessaa,-1.072632006,-1.2,negative
jibbitu,-1.072632006,-1.2,negative
callise,-1.072632006,-1.2,negative
betaa,-1.072632006,-1.2,negative
hidhame,-1.072632006,-1.2,negative
sobuu,-1.072632006,-1.2,negative
sodaata,-1.072632006,-1.2,negative
maalif hojjeta,-1.072632006,-1.2,negative
garba,-1.072632006,-1.2,negative
nurati,-1.072632006,-1.2,negative
kanarraa,-1.072632006,-1.2,negative
salaa,-1.072632006,-1.2,negative
dukkana,-1.072632006,-1.2,negative
miidhamu,-1.072632006,-1.2,negative
maal gooti,-1.072632006,-1.2,negative
dangaa,-1.072632006,-1.2,negative
kotuu,-1.072632006,-1.2,negative
dhima hin,-1.072632006,-1.2,negative
dhaga,-1.072632006,-1.2,negative
seete,-1.072632006,-1.2,negative
oofaa,-1.072632006,-1.2,negative
hin deeggaru,-1.072632006,-1.2,negative
lakki,-1.072632006,-1.2,negative
mormuu,-1.072632006,-1.2,negative
fakata,-1.072632006,-1.2,negative
sobni,-1.072632006,-1.2,negative
ololaa,-1.072632006,-1.2,negative
mormu,-1.072632006,-1.2,negative
konkaa,-1.072632006,-1.2,negative
jiruu,-1.072632006,-1.2,negative
turtee,-1.072632006,-1.2,negative
hin fayyanne,-1.072632006,-1.2,negative
fixee,-1.072632006,-1.2,negative
jiraata,-1.072632006,-1.2,negative
jara,-1.072632006,-1.2,negative
barana,-1.072632006,-1.2,negative
ulfataa,-1.072632006,-1.2,negative
mortuu,-1.072632006,-1.2,negative
horti,-1.072632006,-1.2,negative
afuuffaa,-1.072632006,-1.2,negative
albaaa,-1.072632006,-1.2,negative
diiga,-1.072632006,-1.2,negative
malaxaa,-1.072632006,-1.2,negative
hatudha,-1.072632006,-1.2,negative
ajesanii,-1.072632006,-1.2,negative
busuu,-1.072632006,-1.2,negative
safu,-1.072632006,-1.2,negative
dhiisuun,-1.072632006,-1.2,negative
fudhannee,-1.072632006,-1.2,negative
teessanii,-1.072632006,-1.2,negative
oduudhaan,-1.072632006,-1.2,negative
balagee,-1.072632006,-1.2,negative
hundu,-1.072632006,-1.2,negative
hanna,-1.072632006,-1.2,negative
goomattuu,-1.072632006,-1.2,negative
namittiin,-1.072632006,-1.2,negative
taaii,-1.072632006,-1.2,negative
gandummaa,-1.072632006,-1.2,negative
hubadhu,-1.072632006,-1.2,negative
lolaa,-1.072632006,-1.2,negative
afaan kee qabadhuu,-1.072632006,-1.2,negative
farsoo,-1.072632006,-1.2,negative
caal,-1.072632006,-1.2,negative
milla,-1.072632006,-1.2,negative
mulataa,-1.072632006,-1.2,negative
argaa,-1.072632006,-1.2,negative
atimmo,-1.072632006,-1.2,negative
ajjeefte,-1.072632006,-1.2,negative
udaan,-1.072632006,-1.2,negative
waakkachuun,-1.072632006,-1.2,negative
seexana,-1.072632006,-1.2,negative
maal gootu,-1.072632006,-1.2,negative
kufaa,-1.072632006,-1.2,negative
qarshi,-1.072632006,-1.2,negative
haami,-1.072632006,-1.2,negative
dandeessuu,-1.072632006,-1.2,negative
sirratti,-1.072632006,-1.2,negative
kai,-1.072632006,-1.2,negative
bekii,-1.072632006,-1.2,negative
wallaalaa,-1.072632006,-1.2,negative
jiraattu,-1.072632006,-1.2,negative
juntaa,-1.072632006,-1.2,negative
gaddisiisa,-1.072632006,-1.2,negative
himatu,-1.072632006,-1.2,negative
adalaa,-1.072632006,-1.2,negative
odeesitu,-1.072632006,-1.2,negative
arginaan,-1.072632006,-1.2,negative
taai,-1.072632006,-1.2,negative
gaafatu,-1.072632006,-1.2,negative
midha,-1.072632006,-1.2,negative
akkamittii,-1.072632006,-1.2,negative
fixa,-1.072632006,-1.2,negative
balleessaa,-1.072632006,-1.2,negative
dhabaa,-1.072632006,-1.2,negative
mortuun,-1.072632006,-1.2,negative
qullaa,-1.072632006,-1.2,negative
saamamaa,-1.072632006,-1.2,negative
iyya,-1.072632006,-1.2,negative
kashalabbee,-1.072632006,-1.2,negative
iyyeessaa,-1.072632006,-1.2,negative
qote,-1.072632006,-1.2,negative
namticha,-1.072632006,-1.2,negative
gidiraa,-1.072632006,-1.2,negative
teessee,-1.072632006,-1.2,negative
barbadaa,-1.072632006,-1.2,negative
rakkisaa,-1.072632006,-1.2,negative
kufaatii,-1.072632006,-1.2,negative
hagaa,-1.072632006,-1.2,negative
barbaaddanii,-1.072632006,-1.2,negative
wacuu,-1.072632006,-1.2,negative
rakkataa,-1.072632006,-1.2,negative
soban,-1.072632006,-1.2,negative
balleessuu,-1.072632006,-1.2,negative
baandaa,-1.072632006,-1.2,negative
gochuuf,-1.072632006,-1.2,negative
malifi,-1.072632006,-1.2,negative
hadhake,-1.072632006,-1.2,negative
gowwa,-1.072632006,-1.2,negative
cubbuudha,-1.072632006,-1.2,negative
dabala,-1.072632006,-1.2,negative
sare,-1.072632006,-1.2,negative
bubbuleera,-1.072632006,-1.2,negative
qawwee,-1.072632006,-1.2,negative
akkanumaan,-1.072632006,-1.2,negative
dutaa,-1.072632006,-1.2,negative
dhaaba,-1.072632006,-1.2,negative
haamtuu,-1.072632006,-1.2,negative
dur,-1.072632006,-1.2,negative
ofifuu,-1.072632006,-1.2,negative
dhisi,-1.072632006,-1.2,negative
hitee,-1.072632006,-1.2,negative
saamtu,-1.072632006,-1.2,negative
kama,-1.072632006,-1.2,negative
teeti,-1.072632006,-1.2,negative
salii,-1.072632006,-1.2,negative
maalif barbaachise,-1.072632006,-1.2,negative
marata,-1.072632006,-1.2,negative
bafatee,-1.072632006,-1.2,negative
balleessee,-1.072632006,-1.2,negative
faarse bulaa,-1.072632006,-1.2,negative
bifaa,-1.072632006,-1.2,negative
saamtota,-1.072632006,-1.2,negative
beekin,-1.072632006,-1.2,negative
duwwaan,-1.072632006,-1.2,negative
qomcee,-1.072632006,-1.2,negative
dhiisne,-1.072632006,-1.2,negative
hojjetudha,-1.072632006,-1.2,negative
sirreessuu,-1.072632006,-1.2,negative
seeraan,-1.072632006,-1.2,negative
hatuun,-1.072632006,-1.2,negative
atimmoo,-1.072632006,-1.2,negative
arbaa,-1.072632006,-1.2,negative
qaraa,-1.072632006,-1.2,negative
gaddisisa,-1.072632006,-1.2,negative
hortuun,-1.072632006,-1.2,negative
qabde,-1.072632006,-1.2,negative
hiyyeessa,-1.072632006,-1.2,negative
bue,-1.072632006,-1.2,negative
safuudhabboo,-1.072632006,-1.2,negative
huduu,-1.072632006,-1.2,negative
setee,-1.072632006,-1.2,negative
inuma,-1.072632006,-1.2,negative
dubbachuu,-1.072632006,-1.2,negative
baatu,-1.072632006,-1.2,negative
ofumaa,-1.072632006,-1.2,negative
galaafata,-1.072632006,-1.2,negative
hattudha,-1.072632006,-1.2,negative
hin godhinaa,-1.072632006,-1.2,negative
hafu,-1.072632006,-1.2,negative
qilee,-1.072632006,-1.2,negative
ajaa,-1.072632006,-1.2,negative
haasoftee,-1.072632006,-1.2,negative
jechu,-1.072632006,-1.2,negative
dhiifama,-1.072632006,-1.2,negative
biyyaaf,-1.072632006,-1.2,negative
jedhamuu,-1.072632006,-1.2,negative
diinaa,-1.072632006,-1.2,negative
kaauu,-1.072632006,-1.2,negative
duaa,-1.072632006,-1.2,negative
lafa,-1.103403665,-1.2,negative
ofirra,-1.072632006,-1.2,negative
bultoota,-1.072632006,-1.2,negative
ofiifuu,-1.072632006,-1.2,negative
dhiisuu,-1.072632006,-1.2,negative
maqaa,-1.026111991,-1.2,negative
hinuma,-1.072632006,-1.2,negative
baafne,-1.072632006,-1.2,negative
jaarsi,-1.072632006,-1.2,negative
dhufee,-1.072632006,-1.2,negative
gatee,-1.072632006,-1.2,negative
eenyuuf,-1.072632006,-1.2,negative
boolla,-1.072632006,-1.2,negative
buusaa,-1.072632006,-1.2,negative
dhaan,-1.072632006,-1.2,negative
sammicha,-1.072632006,-1.2,negative
dhabde,-1.072632006,-1.2,negative
sobiin,-1.072632006,-1.2,negative
wayyuu,-1.072632006,-1.2,negative
girrisaa,-1.072632006,-1.2,negative
sodaa,-1.072632006,-1.2,negative
dadhabdee,-1.072632006,-1.2,negative
baranee,-1.072632006,-1.2,negative
usi,-1.072632006,-1.2,negative
gaddisisaa,-1.072632006,-1.2,negative
ofuu,-1.072632006,-1.2,negative
arsee,-1.072632006,-1.2,negative
hidha,-1.072632006,-1.2,negative
laguun,-1.072632006,-1.2,negative
isaayuu,-1.072632006,-1.2,negative
albain,-1.072632006,-1.2,negative
buu,-1.072632006,-1.2,negative
guddaaf,-1.072632006,-1.2,negative
adaara,-1.072632006,-1.2,negative
kijibaan,-1.072632006,-1.2,negative
dhiyaata,-1.072632006,-1.2,negative
gochu,-1.072632006,-1.2,negative
dhisaa,-1.190415042,-1.3,negative
jetti,-1.190415042,-1.3,negative
dhisii,-1.190415042,-1.3,negative
ganaa,-1.190415042,-1.3,negative
fayyadu,-1.226782686,-1.3,negative
turte,-1.190415042,-1.3,negative
fayyada,-1.190415042,-1.3,negative
jettanii,-1.190415042,-1.3,negative
jira,-1.138589974,-1.3,negative
isaaf,-1.152674714,-1.3,negative
badee,-1.152674714,-1.3,negative
dantaa,-1.190415042,-1.3,negative
galuu,-1.152674714,-1.3,negative
kubbaan,-1.295775558,-1.4,negative
fixxe,-1.295775558,-1.4,negative
deemee,-1.295775558,-1.4,negative
buuu,-1.295775558,-1.4,negative
rifeensa,-1.295775558,-1.4,negative
offii,-1.295775558,-1.4,negative
keetuu,-1.295775558,-1.4,negative
if,-1.295775558,-1.4,negative
sexanaa,-1.295775558,-1.4,negative
gantu,-1.295775558,-1.4,negative
kaasu,-1.295775558,-1.4,negative
ofaa,-1.295775558,-1.4,negative
jetani,-1.295775558,-1.4,negative
namichii,-1.295775558,-1.4,negative
baree,-1.295775558,-1.4,negative
sirreeffadhu,-1.295775558,-1.4,negative
bari,-1.295775558,-1.4,negative
keetif,-1.295775558,-1.4,negative
humnaa,-1.295775558,-1.4,negative
hadaraa,-1.295775558,-1.4,negative
bui,-1.295775558,-1.4,negative
moofaa,-1.295775558,-1.4,negative
dhiifte,-1.295775558,-1.4,negative
gootee,-1.295775558,-1.4,negative
fiddu,-1.295775558,-1.4,negative
ummatatti,-1.295775558,-1.4,negative
argata,-1.295775558,-1.4,negative
akkatti,-1.295775558,-1.4,negative
farra,-1.295775558,-1.4,negative
hiriira,-1.295775558,-1.4,negative
bandaa,-1.295775558,-1.4,negative
jedhin,-1.295775558,-1.4,negative
isaati,-1.295775558,-1.4,negative
qoosa,-1.295775558,-1.4,negative
gadheen,-1.295775558,-1.4,negative
bineensa,-1.295775558,-1.4,negative
sobuun,-1.295775558,-1.4,negative
suura,-1.295775558,-1.4,negative
tuulama,-1.295775558,-1.4,negative
gubbaa,-1.295775558,-1.4,negative
rakkoon,-1.295775558,-1.4,negative
bilisa,-1.295775558,-1.4,negative
dubatuu,-1.295775558,-1.4,negative
kottuu,-1.295775558,-1.4,negative
garee,-1.295775558,-1.4,negative
dabalani,-1.295775558,-1.4,negative
sanuu,-1.295775558,-1.4,negative
dui,-1.295775558,-1.4,negative
qabdanii,-1.295775558,-1.4,negative
dhuftanii,-1.295775558,-1.4,negative
bitamtuu,-1.295775558,-1.4,negative
safudha,-1.295775558,-1.4,negative
enyutu,-1.295775558,-1.4,negative
hiyyeessaa,-1.295775558,-1.4,negative
sareen,-1.295775558,-1.4,negative
cal,-1.295775558,-1.4,negative
inumaa,-1.295775558,-1.4,negative
arabni,-1.295775558,-1.4,negative
atu,-1.295775558,-1.4,negative
miskina,-1.295775558,-1.4,negative
gubannee,-1.295775558,-1.4,negative
darbeera,-1.295775558,-1.4,negative
faarsee,-1.295775558,-1.4,negative
qabatamaan,-1.295775558,-1.4,negative
dhalaa,-1.295775558,-1.4,negative
hin barbaachisu,-1.295775558,-1.4,negative
galaa,-1.295775558,-1.4,negative
qabneef,-1.295775558,-1.4,negative
jazba,-1.295775558,-1.4,negative
hojetu,-1.295775558,-1.4,negative
baasu,-1.295775558,-1.4,negative
dulloome,-1.295775558,-1.4,negative
haadhaa,-1.295775558,-1.4,negative
dalagu,-1.295775558,-1.4,negative
hudduu,-1.295775558,-1.4,negative
hattuudha,-1.295775558,-1.4,negative
namtichi,-1.295775558,-1.4,negative
kophaa,-1.295775558,-1.4,negative
beekti,-1.295775558,-1.4,negative
holola,-1.295775558,-1.4,negative
maaltuu,-1.295775558,-1.4,negative
gaanfa,-1.295775558,-1.4,negative
ofuma,-1.295775558,-1.4,negative
jedhan,-1.295775558,-1.4,negative
hamii,-1.295775558,-1.4,negative
koottaa,-1.295775558,-1.4,negative
garaaf,-1.295775558,-1.4,negative
muu,-1.295775558,-1.4,negative
bektuu,-1.295775558,-1.4,negative
nus,-1.295775558,-1.4,negative
irrattii,-1.295775558,-1.4,negative
eenyutu,-1.295775558,-1.4,negative
gubanee,-1.295775558,-1.4,negative
shanee,-1.295775558,-1.4,negative
dabaluun,-1.295775558,-1.4,negative
buhaa,-1.295775558,-1.4,negative
jiruun,-1.295775558,-1.4,negative
irraatti,-1.295775558,-1.4,negative
siyyaasni,-1.295775558,-1.4,negative
wa,-1.295775558,-1.4,negative
tanaa,-1.295775558,-1.4,negative
gadhee,-1.295775558,-1.4,negative
tane,-1.295775558,-1.4,negative
odeessin,-1.295775558,-1.4,negative
oola,-1.295775558,-1.4,negative
tapha,-1.295775558,-1.4,negative
maalf,-1.295775558,-1.4,negative
atoo,-1.295775558,-1.4,negative
laata,-1.295775558,-1.4,negative
fannoo,-1.295775558,-1.4,negative
akkamii,-1.295775558,-1.4,negative
hidhu,-1.295775558,-1.4,negative
oduuf,-1.295775558,-1.4,negative
nun,-1.295775558,-1.4,negative
galchite,-1.295775558,-1.4,negative
miidhamaa,-1.295775558,-1.4,negative
uu,-1.295775558,-1.4,negative
midhaa,-1.295775558,-1.4,negative
duwwaa,-1.295775558,-1.4,negative
wahii,-1.295775558,-1.4,negative
buufaa,-1.295775558,-1.4,negative
dide,-1.360314079,-1.5,negative
deemi,-1.391085737,-1.5,negative
malif,-1.360314079,-1.5,negative
nuraa,-1.391085737,-1.5,negative
maa,-1.344565722,-1.5,negative
haasaa,-1.391085737,-1.5,negative
maaliif,-1.391085737,-1.5,negative
atis,-1.391085737,-1.5,negative
faana,-1.391085737,-1.5,negative
afuufa,-1.478097114,-1.6,negative
malii,-1.478097114,-1.6,negative
qabate,-1.478097114,-1.6,negative
immo,-1.478097114,-1.6,negative
ragaan,-1.478097114,-1.6,negative
oduun,-1.478097114,-1.6,negative
cufaa,-1.478097114,-1.6,negative
barsiisu,-1.478097114,-1.6,negative
qoyi,-1.478097114,-1.6,negative
mara,-1.478097114,-1.6,negative
qeequu,-1.478097114,-1.6,negative
zim,-1.478097114,-1.6,negative
gufuu,-1.478097114,-1.6,negative
bahii,-1.478097114,-1.6,negative
godhatee,-1.478097114,-1.6,negative
sobdaa,-1.478097114,-1.6,negative
bosona,-1.478097114,-1.6,negative
jaarraa,-1.478097114,-1.6,negative
suuta,-1.478097114,-1.6,negative
ara,-1.478097114,-1.6,negative
dhiisii,-1.478097114,-1.6,negative
maraatuu,-1.478097114,-1.6,negative
deemii,-1.478097114,-1.6,negative
sobda,-1.478097114,-1.6,negative
siyasaa,-1.478097114,-1.6,negative
ergamtuu,-1.478097114,-1.6,negative
mila,-1.478097114,-1.6,negative
dirreen,-1.478097114,-1.6,negative
dhiba,-1.478097114,-1.6,negative
hattu,-1.478097114,-1.6,negative
dhaqee,-1.478097114,-1.6,negative
hatuu,-1.478097114,-1.6,negative
badii,-1.478097114,-1.6,negative
jimmaa,-1.478097114,-1.6,negative
hinqabu,-1.478097114,-1.6,negative
arfaasee,-1.478097114,-1.6,negative
mali,-1.478097114,-1.6,negative
kae,-1.478097114,-1.6,negative
sangaa,-1.478097114,-1.6,negative
language,-1.478097114,-1.6,negative
miidhaan,-1.478097114,-1.6,negative
baasaa,-1.478097114,-1.6,negative
kamtu,-1.478097114,-1.6,negative
miillaa,-1.478097114,-1.6,negative
dhabdee,-1.478097114,-1.6,negative
deeme,-1.478097114,-1.6,negative
israael,-1.478097114,-1.6,negative
filannoo,-1.478097114,-1.6,negative
maal wayya,-1.532164336,-1.7,negative
dhaqii,-1.632247794,-1.8,negative
haacee,-1.632247794,-1.8,negative
lakkii,-1.632247794,-1.8,negative
filata,-1.632247794,-1.8,negative
abjuun,-1.632247794,-1.8,negative
lebaa,-1.632247794,-1.8,negative
balaa,-1.632247794,-1.8,negative
utuma,-1.632247794,-1.8,negative
maal wayyaa,-1.632247794,-1.8,negative
xurumbaa,-1.632247794,-1.8,negative
tish,-1.632247794,-1.8,negative
callisee,-1.632247794,-1.8,negative
achi,-1.632247794,-1.8,negative
kanati,-1.632247794,-1.8,negative
atuu,-1.632247794,-1.8,negative
hattoota,-1.632247794,-1.8,negative
maal beektuu,-1.632247794,-1.8,negative
midhaan,-1.632247794,-1.8,negative
enyuu,-1.632247794,-1.8,negative
duuba,-1.632247794,-1.8,negative
ree,-1.632247794,-1.8,negative
jazbaa,-1.632247794,-1.8,negative
maal beekta,-1.632247794,-1.8,negative
miidha,-1.632247794,-1.8,negative
eenyu jedhamtu,-1.632247794,-1.8,negative
bishaan,-1.632247794,-1.8,negative
guddinaa,-1.632247794,-1.8,negative
woma,-1.632247794,-1.8,negative
nura,-1.765779187,-1.9,negative
sobaan,-1.765779187,-1.9,negative
galche,-1.765779187,-1.9,negative
odeessuu,-1.765779187,-1.9,negative
eenyutti,-1.765779187,-1.9,negative
balleesse,-1.765779187,-1.9,negative
mootummaa,-1.765779187,-1.9,negative
worra,-1.765779187,-1.9,negative
saamaa,-1.765779187,-1.9,negative
kaardii,-1.765779187,-1.9,negative
siyaasni,-1.765779187,-1.9,negative
fixaa,-1.765779187,-1.9,negative
dhibee,-1.765779187,-1.9,negative
miidiyaa,-1.765779187,-1.9,negative
safuudha,-1.765779187,-1.9,negative
akka kotti,0.0,-2.0,negative
maal qabda,0.0,-2.0,negative
hin beektuu,0.0,-2.0,negative
dhagahu,-1.883562223,-2.1,negative
komii,-1.883562223,-2.1,negative
funyaan,-1.883562223,-2.1,negative
soba jedhee,0.0,-2.1,negative
sobaan jedhee,0.0,-2.1,negative
homaa,-1.883562223,-2.1,negative
dhala,-1.883562223,-2.1,negative
hojjetu,-1.883562223,-2.1,negative
dhiiga,-1.883562223,-2.1,negative
afuuftuu,-1.883562223,-2.1,negative
badi,-1.883562223,-2.1,negative
salami,-1.883562223,-2.1,negative
ofirraa,-1.883562223,-2.1,negative
maltu,-1.883562223,-2.1,negative
sobduu,-1.883562223,-2.1,negative
nurraa,-1.937629444,-2.1,negative
hidhaa,-1.883562223,-2.1,negative
hamaa,-1.883562223,-2.1,negative
badaa,-1.883562223,-2.1,negative
jasbaa,-1.883562223,-2.1,negative
abjuu,-1.883562223,-2.1,negative
goona,-1.883562223,-2.1,negative
harree,-1.883562223,-2.1,negative
hamma,-1.883562223,-2.1,negative
sin galchu,-1.883562223,-2.1,negative
waanti,-1.883562223,-2.1,negative
san,-1.883562223,-2.1,negative
gahee,-1.883562223,-2.1,negative
kijibduu,-1.883562223,-2.1,negative
nurra,-1.988922738,-2.2,negative
dhiisee,-1.988922738,-2.2,negative
miidhaa guddaa,0.0,-2.2,negative
gaarii dha jedhanii,0.0,-2.2,negative
dhiisaa,-2.037712902,-2.2,negative
sobduun,-1.988922738,-2.2,negative
ofiin,-1.988922738,-2.2,negative
faayidaa hin qabu,0.0,-2.2,negative
dhiisa,-1.988922738,-2.2,negative
shira,-1.988922738,-2.2,negative
hin hojjanne,0.0,-2.3,negative
sobaa,-2.084232918,-2.3,negative
rakkoo guddaa,0.0,-2.3,negative
oomoo,-2.084232918,-2.3,negative
qabduu,-2.084232918,-2.3,negative
dhaabbata hamaa,0.0,-2.3,negative
oduu,-2.068965446,-2.3,negative
hin beekne,-2.084232918,-2.3,negative
iyyaa,-2.084232918,-2.3,negative
afuftuu,-2.171244295,-2.4,negative
gowwaa dha,0.0,-2.4,negative
fakkaatu,-2.171244295,-2.4,negative
kijibaa dha,0.0,-2.4,negative
galii,-2.171244295,-2.4,negative
faannoo,-2.171244295,-2.4,negative
afuuftu,-2.251287003,-2.5,negative
namichi,-2.251287003,-2.5,negative
maalif,-2.251287003,-2.5,negative
gowwaa,-2.251287003,-2.5,negative
dhaabbanni,-2.251287003,-2.5,negative
gantuu,-2.251287003,-2.5,negative
maf,-2.251287003,-2.5,negative
jedhi,-2.251287003,-2.5,negative
maal,-2.262216073,-2.5,negative
sobduu dha,0.0,-2.5,negative
durii,-2.325394975,-2.6,negative
kijibaa,-2.394387846,-2.6,negative
hin bulchuu,-2.394387846,-2.6,negative
bulchuu hin,-2.394387846,-2.6,negative
nutii,-2.325394975,-2.6,negative
mal,-2.348925472,-2.6,negative
maaf,-2.394387846,-2.6,negative
saree,-2.458926367,-2.7,negative
dhiisi,-2.427177669,-2.7,negative
saamicha,-2.576709403,-2.8,negative
miidhaa,-2.576709403,-2.8,negative
dhaabi,-2.519550989,-2.8,negative
maal beektu,-2.519550989,-2.8,negative
kijiba,-2.630776624,-2.9,negative
sobdu,-2.630776624,-2.9,negative
jedhiin,-2.821831861,-3.0,negative
ethio,-3.152073548,-3.0,negative
safuu,-2.821831861,-3.0,negative
mootummaan,-2.821831861,-3.0,negative
didee,-2.730860083,-3.0,negative
maaltu,-2.777380099,-3.0,negative
siyaasa,-3.21269817,-3.0,negative
soba,-3.424007264,-3.0,negative
hattuu,-2.682069919,-3.0,negative
biyya,,-1.6736842105263157,negative
youtube,,0.9230769230769231,positive
dandeessu,,-1.6875,negative
kanneen,,-1.2000000000000002,negative
keessa,,-1.0212765957446808,negative
dubbachuuf,,1.3548387096774193,positive
inni,,-1.2212389380530975,negative
iyyuu,,-1.0714285714285714,negative
bu'aa,,-1.375,negative
you,,1.7692307692307692,positive
namoota,,1.0833333333333333,positive
garaa,,-0.9183673469387755,negative
fakkaata,,-1.2000000000000002,negative
biraa,,-0.9438202247191011,negative
hafuu,,-1.0,negative
it,,1.6666666666666667,positive
dandeenye,,-1.6,negative
barreessuu,,-1.5,negative
jedheen,,1.2857142857142856,positive
immoo,,-0.9101123595505618,negative
of,,-0.9402985074626866,negative
5,,-0.9545454545454546,negative
addaan,,-1.3636363636363635,negative
bakka,,-1.2467532467532467,negative
warra,,-1.0327868852459017,negative
jiru,,-1.2941176470588236,negative
waliin,,-1.0,negative
akkan,,1.3928571428571428,positive
ta'e,,-0.9397590361445783,negative
baasee,,-1.875,negative
beeku,,-1.2162162162162162,negative
ketii,,1.4,positive
argadhe,,1.875,positive
sirraa,,1.5,positive
kenuu,,2.0,positive
sii,,1.0062111801242237,positive
guute,,1.2000000000000002,positive
barumsaa,,1.6153846153846154,positive
kenyaa,,1.52,positive
waanan,,1.125,positive
uuffee,,1.7999999999999998,positive
omg,,1.7999999999999998,positive
otuu,,-1.5,negative
taane,,-1.3,negative
academy,,1.5,positive
bel,,2.0999999999999996,positive
so,,1.0,positive
love,,3.0,positive
my,,1.625,positive
hundumaa,,-1.5,negative
ko,,0.9152542372881356,positive
wayii,,-1.6451612903225805,negative
leenca,,1.153846153846154,positive
qabi,,-0.8999999999999999,negative
raabbii,,1.7142857142857142,positive
waaqayyoon,,1.3333333333333333,positive
kk,,-2.2142857142857144,negative
oromon,,-1.6666666666666667,negative
waan,,-0.9199999999999999,negative
baayee,,1.5428571428571427,positive
baay'een,,1.4210526315789473,positive
fuulaa,,-1.0,negative
up,,2.4000000000000004,positive
gatii,,-1.8260869565217392,negative
abbaan,,-1.9411764705882355,negative
hinaaffaa,,-1.7999999999999998,negative
meeqa,,-0.96,negative
as,,1.2000000000000002,positive
qabuudha,,1.7999999999999998,positive
baay'ee,,1.3404255319148937,positive
baasuu,,-1.2000000000000002,negative
sagaale,,3.0,positive
tole,,0.9310344827586208,positive
isaan,,-1.0666666666666667,negative
bar,,-1.3076923076923077,negative
qofa,,-1.2758620689655171,negative
podcast,,1.25,positive
dubbatee,,1.7999999999999998,positive
negative,,1.5,positive
waa'ee,,-1.2537313432835822,negative
amma,,-1.5176470588235293,negative
dhugaadha,,0.9873417721518987,positive
ajaa'ibaati,,2.625,positive
kanaaf,,-1.2000000000000002,negative
dubbataa,,-1.2000000000000002,negative
dhiiraa,,1.1818181818181817,positive
biyyaa,,-1.6238532110091741,negative
qeeqa,,-1.2857142857142856,negative
dhalootaaf,,1.0,positive
hunduma,,1.2000000000000002,positive
tube,,2.4000000000000004,positive
ibsu,,1.3333333333333333,positive
yaadi,,-1.125,negative
dhimmi,,-1.6875,negative
silaa,,-1.5,negative
malee,,-1.7084745762711866,negative
woww,,3.0,positive
jabbadhu,,1.7999999999999998,positive
dhiyeessaa,,1.2857142857142856,positive
kudhan,,-1.5,negative
thanks,,2.4000000000000004,positive
qabuu,,-0.9272727272727272,negative
waqaa,,1.5,positive
sihaa,,1.2857142857142856,positive
tun,,-2.3333333333333335,negative
bare,,-2.142857142857143,negative
gooftaa,,1.2000000000000002,positive
oromoon,,-0.9411764705882353,negative
lachuu,,1.5,positive
nyaata,,-1.3333333333333333,negative
dubatee,,1.7999999999999998,positive
dhufa,,-0.8999999999999999,negative
our,,1.2000000000000002,positive
ta'i,,2.0,positive
keeti,,0.9272727272727272,positive
fakkeenya,,1.3333333333333333,positive
uuff,,1.44,positive
ww,,2.4000000000000004,positive
siraa,,1.3636363636363635,positive
caalu,,1.5,positive
eegna,,1.2857142857142856,positive
har,,-1.2000000000000002,negative
aboo,,-0.9230769230769231,negative
jedhuu,,-1.736842105263158,negative
dhufte,,1.0,positive
osso,,-0.9230769230769231,negative
kumaa,,1.6153846153846154,positive
argine,,-1.0588235294117647,negative
dhuga,,0.9069767441860465,positive
yaadaa,,1.0714285714285714,positive
isinitti,,-1.5,negative
attii,,-1.1666666666666667,negative
gootan,,-1.2857142857142856,negative
ilmaa,,1.4210526315789473,positive
bayee,,1.35,positive
kanarra,,-2.0,negative
baaye,,1.2000000000000002,positive
biya,,1.0,positive
gargaruu,,1.2000000000000002,positive
nagaa,,-1.9090909090909092,negative
biyyi,,-1.9411764705882355,negative
namaaf,,-1.25,negative
ajaa'ibaa,,3.0,positive
