Comment_ID,Text,Sentiment
2381,shexanaa siin jedhaa,Negative
2382,inii silaa namaa moo jaldesaa dhugaa rabbii natii himaa,Negative
2383,baga ajjesan atis itti sidaabalu tuffi tenya qabda,Negative
2384,Atuu duhuu qabda,Negative
2385,magala adamaa kotu,Neutral
2386,siillee haa ajjeessanii,Negative
2387,maa dhaqxee qara biyya dhirati mee biyya jaldessati miti shasheen,Negative
2388,attisii ganaa walliini duttaa afuur ammanana,Negative
2389,gojota kotii,Neutral
2390,gursum koottu ,Neutral
2391,ajjesanii jechuun kun qinee qaba worri shashe nama ajjesa jechuu barbaadaniiti,Negative
2392,ifaatamii,Negative
2393, essa jira shashamannee duraanu isiin ariinee biyyattu galtani maal gotaa dhuftee bada qomcee atu du'uu qabda ,Negative
2394,Dambidollo kottu,Neutral
2395,jaldeeysa amara faanoodha kanaaf ajjeesani,Negative
2396,qanqala,Negative
2397,xanne,Negative
2398,maqi,Negative
2399,yaared jedhaka,Negative
2400,konkaa,Negative
2401,miidhgaaa,Positive
2402,du i atii marata,Negative
2403,kijiba ok afuuftu,Negative
2404,enyutu ajjese,Negative
2405,shaadhamannee ajjeechan beekkama.krchu keeti??,Negative
2406,kijibaa,Negative
2407,gnntuu shashmeneesareee,Negative
2408,kuun kijiba ,Negative
2409,aboo akaa afanii oromo aqaqalteti kanii mormake aqaqallu sitii ha ha ajaju qafoo qomcii,Negative
2410,kaldaa,Negative
2411,afaan oromootu beektu qottoo,Negative
2412,ai jedhamu,Neutral
2413,miskinaa nama marara ,Positive
2414,yara rabii sexanaa manii,Negative
2415,budaa,Negative
2416,akan jirita,Positive
2417,Mal assaa Kun ,Neutral
2418,fakesituu kokaa,Negative
2419,dire dawa kotu,Neutral
2420,shasheen qosaa hin bektu,Neutral
2421,afaan oromo enyutuu si barsise ilmaa qomaxa,Negative
2422,Yaa jaldeessaa gondar suuta suuta si wayyaa,Negative
2423,"Atis du,uu qabda amaritti nafxanya qomaxa zer maal goota shan sin bulchini gondare hadha kee",Negative
2424,sillee Ajjeesuudha,Negative
2425,badi asiii,Negative
2426,maal jechuu barbadee fokkata ,Negative
2427,jalddeessaa gojjam gaalii gara biyyaa Kee kadhattuu qomaxaa,Negative
2428,shashen biyya kabajaati,Positive
2429,baga dhufte Ati oromoodha moo Akkami,Neutral
2430,Hacee akkas hin godhinaa,Negative
2431,haacee koo,Negative
2432,wanani godhuu dhabe hacee,Negative
2433,maalii gonoo haacee koo,Negative
2434,siri hin gone wly ,Negative
2435,dunesi qabbsofii hin cisnu nuyii,Positive
2436,tamiishiin an hoof hin beknee tuun waan hojetuu dhabdee gadhoftuu,Negative
2437,maalo waan akka dhiisaa rabbif jedhaatii garaatuu nudhukubaa,Negative
2438,qaxalee ilmaa,Positive
2439,follow argachuudhaaf wan hin taane hin hojaatiina,Negative
2440,maal gonaree gubbane oromoon,Negative
2441,oromon safuu beekaa wantii Akka kun sirrii mittii,Negative
2442,kan birra yaa haffu mucaatima lamrot kamaal jedhaamtu sanayu ajesee namuma nuu qabbanesu dhabne,Negative
2443,wana akkana dhisaa abbo,Negative
2444,Malaa tatanii jaranaa wann hin tanee mafii hojatanii,Negative
2445,"dhisaa goota kenyaa jira miti du,an isatu hin dubbataa",Negative
2446,hacee koo,Negative
2447,haacee ko Maluma tana gubanee bari,Negative
2448,haace kooo,Positive
2449,wantii kunii sirii miti abaa barabadeti tabadhu,Negative
2450,seenaa rirminyatuu,Neutral
2451,safudha dhisi bayya,Negative
2452,Yeroo Irreecha Akkasii Kanaaf Tokkichi Akka Keetii Dhibuun Guddaa Tokko Nutti Hir'ina,Negative
2453,hacce koo ,Negative
2454,maallloooo dhisiiii,Negative
2455,oromo koo,Positive
2456,"hin ta,uu waan akkana dhisaa duu,aa hin rasinaa",Negative
2457,maali goonaare hacceeko haraan obssaa diidee,Negative
2458, wayii hacee koo,Negative
2459,wayi haacee Koo Mali godhu garuu leencaa koo,Negative
2460,waayoo,Negative
2461,Mali sin gonuu hacee koo wayoo,Negative
2462,haceeeeeee kooooooooo yomiyyuu nii jiraa ,Positive
2463,"hacekooo,",Negative
2464,malii gonoo lecaa Koo,Negative
2465,oromoon hundii dhume osso inumti haffe jirate.aaaaaa guguubane garran nu gubate,Negative
2466,mal ganaa haceeko,Negative
2467,maaf maarrumman nu dhukkubsituyi,Negative
2468,maal godhuu' yoomuu,Negative
2469,hacako malan godhaa,Negative
2470,haacee kooo ,Negative
2471,malo malifi gara nama balechituu kaa,Negative
2472,uuufff maaloo mada oromooti hin kasin follow argachuf jete ,Negative
2473,hacee ko,Negative
2474,ere waan akkas dhisaa raabbiif jedhati,Negative
2475,way Garaa ko,Negative
2476,Hacee koo,Negative
2477,dhisaa Wani akkasi Kani hachee gubbadhaa,Negative
2478,mal abdhe qoshasha hamaa dhabi,Negative
2479,dhisaa hin tahuu dhifaama wajiin kan badee hin galuu wan seenaa isaa baresuu haa hojanuu oro koo sinin jaladhaa ❤❤❤❤,Negative
2480,hacee mali godha,Negative
2481,maalif waan akkana raawwattu isin dhugaan akkas hin godhinaa siidaa goota hin corroba,Negative
2482,Dhiisaa lubbaa nama,Negative
2483,maararaa ko maluuman godhaa gubanee mee,Negative
2484,dhugaa Kun sırrı miti qoosa fakkaata dhiisa,Negative
2485,hamaa kee moo rabin siti haaa ararmuu saree,Negative
2486,Maloo dhisa haboqatuuuùùuuù,Negative
2487,Senaa senaaa dhisuu woyya maal godhuu Uiiiiiiiiiiiiiiiiiii Hace ko Anii Bakkaa kee oddo woregam mal qabba ree,Negative
2488,woyyoo uuuuuuffffff gubbanee haacee koo,Negative
2489,follow argachùudhaaf wan hin taane hin hojaatiina,Negative
2490,waan akkanaa dhisaa boo silaa gubbanee jiraa,Negative
2491,wani duranii hin jirere nuti hin fidinaa,Negative
2492,Maaloo maaf akkas gootu Uuuf!!!!!!,Negative
2493,wana akkana dhisaa maloo Rabbin sodadha uuuffffffff,Negative
2494,Hacee irrati akkaas hin godhamuu adaara madaa nuuti hin kaasiin maaloo,Negative
2495,maloo maf garra nubaleesstuu,Negative
2496,ija oromoo jame kaa Hacaaluu koo mal godhu mal gonna.,Negative
2497,jiraadhu.waw,Positive
2498,maal gochaa akkas godhuu dhaqxee eenyu ati qoosaa gootaa kana keessatti of egaadha haceekoon tabachun kun rakko of keessaa qaba garuu,Negative
2499,gota.oromo,Negative
2500,maalif akkas gotta.,Negative
2501,namni kana wajataan hakimii dhaqii,Negative
2502,qali koo mal goona kaa,Negative
2503,Waan akkana dhiisa abboo,Negative
2504,waan akkanaa dhisaa  haceen gootumaaan jiraa hardhaasi,Negative
2505,maal kun safudha abbo,Negative
2506,fayya qada ati kani akana gotu,Negative
2507,"dhiisika haadhokoo
ekerumtissalle haaboqotu",Negative
2508,Mal godhuu kaaaaaaaaaaaaa,Negative
2509,Gotaa Oromoo ,Positive
2510,mee warri firoo jaallattan coment kana like godhaa ,Positive
2511,qoyii hojiif demtee moo oduuf demtee atii,Negative
2512,annaa qoffatuu beekka se'e qaamadiin akka maastiikaa ta'u,Negative
2513,mee warri firoo jaallattan coment kana like godhaa ,Positive
2514,mee warri firoo jaallatan like godhaa mee,Positive
2515,maaloo namni Akka kiyya firoo jaallattan,Positive
2516,Oduu dhisi hojeedhu,Positive
2517,anii maqaa kee sarach godhee laluu dhufee dhugaa akkatii naa mararatuu,Positive
2518,Wari akka koo comment laalu sental,Neutral
2519,wly an maqaa kee search godheen laaluu dhufe das jettaka firoko ,Positive
2520,kkkkk yaa hojii kee bar Amma hojii hojiita moo oduu oddessita qoyyii ,Negative
2521,waan hundumaatu sirraa tolaam aabbee,Positive
2522,bardaa ishenisii abidaratii gubacha jirtii jabadhuu,Neutral
2523,qashittii wayii,Positive
2524,"ojii ke nyadhuu warra fudhee
siqiqii keessa galchitee 
mastika kkkkkk baraa joluma yadadhee",Negative
2525,hadun akka si hin mure aleshakaliri,Negative
2526,jechi bukoo jedhu kuni nati tolla wly ,Positive
2527,ayyi firo dhirrii hundu yoo akka kee kana ta'e siila durbii lafatti hafatti  king firo,Negative
2528,jabadhuu hadhookoo badiyaa nu yadichiftee abee,Positive
2529,walahii bayyee nattii toltaa birazer imachish,Positive
2530,abaan daboo si laala jira,Neutral
2531,maaloo dhugaa yeroon meqaan.dhagefadhee dhugaa,Positive
2532,  jaabadhu qaaalii nama ,Positive
2533,jabadhuka hindhadhbde macidiqayaradh,Neutral
2534,jabaadhu firoo ,Positive
2535,maaf. naa. qoltaa. lubbuu,Positive
2536,abba.oduu.qamadii haami',Negative
2537,hujii kee moo ,Negative
2538,salamii ossoo hin hojatin nyachuu barbadee silaa immoo jonjoftuu,Positive
2539,maloo gizee meqan ilialee  bro koo nauf jiradhuu,Positive
2540,akkamitii qamadiin mastikaa taa??????,Negative
2541,hamtu esa keseho,Negative
2542,jiradhu,Positive
2543,suta hamtun akka rifensa si murti egadhu ,Neutral
2544,kun yosi misganu mitimoo ijoo maalo natti himaa,Neutral
2545,uuuuuu Gurbaa badiya koooo na yadachiftee dhigaaa,Positive
2546,Mee namnii akaa koo Firoo jalatuu likii godhii ,Positive
2547,wlh bayyee natti tolta jabadhu hojadhu dirqamaa hin qabdu fuudhuuf,Positive
2548,hadha manatu nama bulchaa rabitusibulcha fudhii amas,Neutral
2549,ani sin fudha,Neutral
2550,anuuu mastika isaa hojedhe nyachuu hawe itii cabsii,Positive
2551,worii jirenyii biyyaa kanaa isiin jibiisise isiin dhitee American isiin busuu yo cabdelee si woldhanadha,Negative
2552,jechaa kee kesaa naa shaklak jetuu namatii tolaa,Positive
2553,hin fuudhin. dhima. hinqadu. waqa,Negative
2554,Abaariin maali hoo??,Negative
2555,maaloo of muurtaa hin hamin dhisi,Negative
2556,natti tolte jirta dhugaa rabbii ,Positive
2557,hin fuudhiin,Negative
2558,Reef waan sirrii fidde,Positive
2559,Ati hojiii dhesaa jirata dhuga wayo,Negative
2560,natii toltaa waqaa,Positive
2561,Firoo Abarssi kee mee Afrikaadhaf eebbuma ta'aa jiram,Positive
2562,adagaan sinaa fudhuu,Negative
2563,Situ qallaataafi,Negative
2564,dhisnu baqa hidhisana,Negative
2565,haamtuu jedhi macdii afaan Amarati,Negative
2566,cimeera jireenyi,Negative
2567,jabadhuu daboo si dhufunaa,Positive
2568, jiradhu lubbuu ,Positive
2569,Ayyiii firoo,Negative
2570,ati essa sanyii ,Positive
2571,@woyooo gurubaa ksnaa hojin narkaa badeee qaraa,Negative
2572,Daanaayooo waii,Negative
2573,lubuu esaati badee,Negative
2574,iti dhisika maltu nu gashee,Negative
2575, wayyoo,Negative
2576,"Qamadii Masitika Ta,aa Moo",Negative
2577, yaa micaa kana,Negative
2578,jabadhuu bodaa futaa ganadhaa,Neutral
2579,akkuma farther kootii molluu tatee kaa ,Negative
2580,haardhalen haaman harkan haammama essa garu,Neutral
2581, qamadii irraa maastikaa,Negative
2582,sii.uma.adagan.sihafudhubo.gurba.moluu,Negative
2583,namni barate hin jiruu kk,Negative
2584,waxii,Negative
2585,qashtii wayoo ati mallidhaa akkam namtii toltaa,Positive
2586,attii muccaa shimalishifhamoo,Negative
2587,yaa arabichaa,Positive
2588,lamaa tataniti hojetani kaa yoo futee baree ,Neutral
2589,Arada jechuni si,Positive
2590,jabadhuu ,Positive
2591,naman bay'een jaladhufii aja'ibsifadhudha dhugaa jiradhuu,Positive
2592,konkoolatan midhan hamuu hin jiruu moo,Negative
2593, anilee dur nyadhee mastikaa ,Neutral
2594,maalo maalo maalo Waayyoo Essana dhaqaa,Negative
2595,kesaa boqotataa mitii video warbun qabdee,Negative
2596,Ayii firoo koo jabaadhu sirraa baredaa,Positive
2597,jabadhuuu,Positive
2598,oso wacuu hojin si hafee gaddi jedhii hojadhuu,Negative
2599,Atii mee dhirumaa wayiit dhiraa Wayii,Positive
2600,dhugaa bayee natii toltaa ,Positive
2601,amamoo qamadiin maastikaa ta'ee jedhani akka wadachaniif akkas jeta mitiree safuudha boo,Negative
2602,jegna keenyaa waan ofii,Positive
2603,dhugaa namatti tolta,Positive
2604, bayyuma natti toltaam firoo,Positive
2605,maal maal oddesita ati qYyii,Negative
2606,isa bara yomit,Neutral
2607,hojii baqachuuf dhabatte waressita miti,Negative
2608,garaa nun dhukubsin malo,Negative
2609,malif badee mee,Negative
2610,wooow broo bayyee siraa bareddaa,Positive
2611,oduu dhisii hojedhuu ,Negative
2612,jiradhu atii,Positive
2613,mee warri maastikaa qamadii nyaanne,Neutral
2614,safuudha aboo naga mini atuamtii dhiisi nutii agarsiisi midhanicha imoo,Negative
2615,kan salalee kana wa jedhii me,Neutral
2616,Hhhhhhhh yaa hojii kee gurbaa bana,Positive
2617,firaa koo ati martamaa wait bee,Negative
2618,ijollee eessaati ati,Neutral
2619,hin futuu tanan hamtuu sanin mataa kee gadii xarsasudhaa jalatee futaa gidii futaa ,Negative
2620,dhuguatti miidhamtanii jirtu maal harkaan haamtu amas,Negative
2621,qamadira masitaka zagen,Neutral
2622,eessatti badde jechaan ture dhugaa,Neutral
2623,Maacidi miti ati maal taate haamttuu jedhama tolee??????????,Negative
2624,Haamtu lafaa kaa'ii Compainera itti gadhiisii gurbaa Callaa qofaa fudhataa,Neutral
2625,das nama jedha gurban kuni,Positive
2626,firo Jabaa nama,Positive
2627,haamtuu jedhii sirreeffadhu,Negative
2628,Bukoo,Negative
2629,ere firoo badiiyyatti galte mo,Neutral
2630,mastikaa ykn Hancaqee,Neutral
2631,hin xebin abbo dura osoo social media kanarraa bay'ee hin figiin iko homa jettuu turteem maal ammaho hoqi nama gochuu jalqabdeho fusfasa,Negative
2632,gurbaa gadi jettee hin haamtuu maa dhaabbattee odeessita,Negative
2633,dabbasaa haamtudhan haaddateree eessa sirraa dhaqe malaaxaa,Negative
2634,macidaa kunii mataa ketuu magnetic qabaa moo qabatee ta.ee hoo ,Negative
2635,dhugaa ani yeroo garbuu argu mastika isaan hojjetadha ture dhugaa waaqa,Neutral
2636,bukooo,Negative
2637,haamtun siin muriin waan itti kofalu dhabnaa,Negative
2638,an dur mastkasa nan hojita froo hoji ke nyaadhuu,Neutral
2639,@Muste Abe anis har'a maastikaa nyaachaa tureem,Neutral
2640,"Malo kolfan du,e Ani",Neutral
2641,demii hamaa hamii oduu dhisii bukoo,Negative
2642,essaa biyyii kee br,Neutral
2643,gurba ada itophiya jira ani amerika jirta seya minashakilki buko,Negative
2644,wari akka koo indoo ilaltan mee like  samin akkam baredu,Positive
2645,Oduu sitti busee ,Negative
2646,haga san nado tokko hidhi deemi,Neutral
2647,An gafan dabaramu firoo laleen boqota ,Positive
2648,dhabte oduu hin odesin gadii jedhi hojadhu an shakilk,Negative
2649,dhisikaa hin nyatin,Negative
2650,dhugaa waqaa mastikaa gocha turee yerooo duri,Neutral
2651,gobazii ,Positive
2652,"Anuu Nan aama shamaran ta, e malee ",Neutral
2653,jabaaadhu,Positive
2654,bukoo wahii,Negative
2655,haamuu beytaa silaa,Negative
2656,Jijjiiramni ni dhufa mataa keerra facaasudhan.,Negative
2657,utu hin fudhin jirataga,Neutral
2658,gad jedhii haami,Negative
2659,maacidii maykii kaameraa se'aa,Negative
2660,maa nun jetare,Negative
2661,malaxaa haamtuun akka sin murreekaa mangistikoo,Negative
2662,aka nati toltuu firoo jiradhuu mee,Positive
2663,nyaadhu Ati mastikaa,Negative
2664,kana fuudhuyi nashakaliik k,Neutral
2665,Muslima osoo hinta'in akka hinduune.,Neutral
2666,hamtuun malaxaa sirraa hader,Negative
2667,Jabaadhu jabaa koo,Positive
2668,Haamtuun mataa sihaa nyaatuu dhala oduu,Negative
2669,mucaa deemii haami,Negative
2670,"ana kan nagalee maal taqoxaxara ana ta,a taqoxaxarii",Negative
2671,atoo oduu deessita yoom hojii hojjeta??,Negative
2672,"maloo kan gisee da,imumaa nayadaa chiftee mastikaa jetee ",Neutral
2673,wuuu firoo lubbuu,Positive
2674,firoo koo baayye ashoofta komentin hin jiru malee,Neutral
2675,wanuma jabate ,Negative
2676,Narshaklik Buukoo Nan naganii,Negative
2677,dura gudaadhu tultula ,Negative
2678,hojjechumo tiktokf kessa dhabbatta atii amma inalshekilik bukoo,Negative
2679,yaroo hin gubin gara hojii,Negative
2680,maalif arrabichi waan tolu dubbachuu hin beeku?,Negative
2681,firoon kunii haa jiraatu dhugaa bayyeen itti boharaa ani,Positive
2682,esaa jirtaa firanko,Positive
2683,koyee atiiii firomaa shamarani kabadaaa,Neutral
2684,bayee natii tolaa ,Positive
2685,video kee laalun baay'ee natti tola dhugaa jiraadhu,Positive
2686,gafaa tokko hinuma futaa ka akam tata re,Neutral
2687,maaree dhaabatee haaftaa fuudhii male,Neutral
2688,kana ka bu'ansa mastika jedha gara si beelofna qamadii dheedhi fixxe Abba maasa maal argata atuu fixxe,Negative
2689, jabadhu biroo,Positive
2690,bayyee namaati toltaa dhugaa,Positive
2691,hojii kee ,Neutral
2692,"muchaa kanna yomine har,aa baffate ",Negative
2693,kaanaranmo poolotikaan jiraa maal nuwayaa,Negative
2694,in fudhin ati,Negative
2695,muca irsha naqematedha jate mudi. qabateka,Negative
2696,namati tolta dhugaa ,Positive
2697,gadi jedhii kuti qamadi,Negative
2698,oddu dhisii hojadhuu,Negative
2699,Kolacha fakata ini adakera boloqe dhira,Negative
2700,isamma waqayoo wajjin tanan utuu hin nyatin somaaf sagadaa dhaqtaakaa ,Negative
2701,woshalaa hin qabduka sila kudhan fuute.ana kan naa dhibee sii kolaasan moo? ofirra murte?,Negative
2702,warri barattan daffa fidaffi,Neutral
2703,Fuudhi mataan sirraa dhumee dafii fuudhi hogaa tummatte,Neutral
2704,kana jeedhuu hojiif demmatte moo. TikTok video hojjechuuf demmatte?,Negative
2705,maakiinaa hinii jiiruu ,Negative
2706,hiika nalshaklik naaf hima please,Neutral
2707,jabadhu,Positive
2708,qoosaa keetu baay'ee natti tola dhugaa,Positive
2709,gadhiisi badi ishii,Negative
2710,gadhiti qoyii ambo hin dhuftamoo miti makina keessaan gomashi gargar gotaani dhiftum,Neutral
2711, siffe woyya see Arbba kettinu nama fixxe,Negative
2712,rifeensa maa dherrisitaa?,Negative
2713,makiinan hin jiruyii,Neutral
2714,Gabareedhada ati,Positive
2715,deemi gurbaa oduu dhisii bodatti aftee,Negative
2716,qimami gurbati,Positive
2717,maaloo dhugaa wq bayeem nmti toltaa,Positive
2718,Oduu wahiii,Negative
2719,natti tolte dhugaa!,Positive
2720,jabadhu,Positive
2721,moromaa kee sibiraa yaa busuu malii fakataa gowaaa ,Negative
2722,firoo koo jiraadhuu yoomille ,Positive
2723,qinxiraama hadhasaa kana wajiin laka'amen oromoo ta'e dubartii hadhasaa wandaa garadii hadhake,Negative
2724,akka buqe kee kana hin mure hamtukum kkkkkk,Negative
2725,warshaa mastikaa ummaatee kaa,Negative
2726,me warri akka ko fuudha sodaattan like  godha,Negative
2727,isaam hin dhifnaa,Negative
2728,bayye nama koofalchiifta waallahii,Positive
2729,Mucaa kana namni barnoota isaa jaallattu like,Positive
2730,bel academy namni jalattan like,Positive
2731,"Dhugaa gurbaa kana barnoonni inni kennu natti tola ture, haasaan isaa kun immoo caalatti akkan isa dinqisiifadhu na taasise. He is the most rational guy",Positive
2732,dhugaa jette qaaliikoo oromoon tokkoo,Positive
2733,dhugaadha bro,Positive
2734,Dhiira Oromummaan Galtteef,Positive
2735,namni Kun nama qalbii qabudha.Umrii dheera jiraadhu,Positive
2736,wow dhuga dubbaate bro ♥♥♥♥,Positive
2737,gurbaan kun bilchaataadha,Positive
2738,jabaadhuu jabbaa keenyaa,Positive
2739,dhugaa waan garaa nuu dhukkubsee dubbate eebbifami,Positive
2740,"barnoota waggaa 11 baradhee caala barnoota karaa midiiya hawaasat sirraa baradhee naaf caala, ijaa koo si arguu barbaada lakkofsaa kee naaf laadhuu,",Positive
2741,Nama barate jechuun qaldii miti,Positive
2742,waaqayyoo baga sammuuke bane natti tolte dhugaa,Positive
2743,Mucaa kana jabesaa ❤️❤️❤️,Positive
2744,Namni isinitti tole jirtuu❤,Positive
2745,mucaati qaxxalee kanaa dhugaa❤,Positive
2746,nama barate jechuun kana dhugaa,Positive
2747,dhugaa argadhuu,Positive
2748,walqoqqooduun ha Afu !!!!,Neutral
2749,qaxale muca oromoo,Positive
2750,Kanuma dubbiin jiru,Positive
2751,dhugaa si yaa dubbisuu abbo,Positive
2752,dhugadhaa bro,Positive
2753,namakoo baay'een SI jalladhaa,Positive
2754,ilma baadiyyaa oromiyaa,Positive
2755,Dhiira namummaaf oromummaan galteef.,Positive
2756,dhugaa keetii leenca namaatii atii,Positive
2757,jechi nama barate akkana,Positive
2758,Hubattee jirta galatoomi,Positive
2759,"Mucaan kun hindana,a dhuga Rabbii",Positive
2760,Garaakorraa dubbattee dhiirako nuuf jiraadhu,Positive
2761,jiraadhu qaalii saba,Positive
2762,Afaan oromoo keeyyu just like of English,Positive
2763,garaa koorraa haasofte❤️❤️❤️❤,Positive
2764,jabaakoo umuri Aragesaa sifaa kenuu jabaadhuu,Positive
2765,Gurbaan kun baayeema nati toltim dhugaa,Positive
2766,worra gosaam wal qooduu mitii worra sabaan wal qooduyyuu arguing hin fedhu.dachiin kan rabbiiti rizqiin ittiin jiraatanis kan rabbiin isaaniif laateeni.hamma na hin geenyetti maaltu na dhibe.,Neutral
2767,nama beekaadha atii abbee,Positive
2768,kun hanqina yaaduu dhabuuti namni baratee nama hin miidhu ykn wal hin miidhu.,Positive
2769,Bro. keep up the good work! Do not give ear to those who can only criticize.,Positive
2770,belina,Positive
2771,Mee itti yaadii kan akka kee baayyissi barsiisaa waan taateef baayyissuu ni dandeesa  jabbaadhu leenca dhugaa atti!!!,Positive
2772,bekkaa kenyaa bekkii bulii umrii dhertuu,Positive
2773,Dhiirakoo!,Positive
2774,wow bel academy,Positive
2775,dhaloota qubee jechuun kana,Positive
2776,Yaada Kee jaalladheera,Positive
2777,DHIIRAA ABBAA KEETI,Positive
2778,nama beeka akkaa Oromiyaatti qabnuu keessa tokkoodha dhugaa I like you,Positive
2779,jiradhuu 1000,Positive
2780,"namni mucaa kana jibbuu nama interancen hin deebineef qofaadha
jabaadhu qaxalee keenyaa ❤️❤️❤️❤️",Positive
2781,guutuun isaa eessa argadha,Positive
2782,kana mama akksittu nubarbaachisa bara kana mandaree ta'uun dheedhummaadha thanks,Positive
2783,anis yeroon mucaa kana social Media irratti arguu keessi koo baayyee itti gammadaa nuuf jiraadhu b/sa .,Positive
2784,Ani Sodaa gandummaa hin qabu dhugaa rabbii. Hin leellisu hin mufadhu,Negative
2785,nu jiradhu kumma dhugaa rabii,Positive
2786,uufffee dhugaadha keessattu warra sobanii karaa amantaa dhufanii miidiyaarra oolanitti nuuf himi.,Positive
2787,Kan akka keetti yeroon argu bayyeen Gammada Dhugaa nuf jiraadhu Obboleesa Koo,Positive
2788,qaxale mucaa,Positive
2789,ani waan biran jedhu umriin kee haa dheeratu ani ana qofa arrsan se'e jechichi ♥️♥️♥️♥️♥️,Positive
2790,dhugaa keti kan akka kee 1000 nuuf haa jiratuu,Positive
2791,mucaa qaatalee jabaadhuu bro,Positive
2792,qaxaalee,Positive
2793,yes sanyii koo,Positive
2794,Wow! umrii kee siif haa dheeressu.,Positive
2795,sanyii koo anatii batee atiii thenk,Positive
2796,maloo maltaa yoo you tube irraa ti fidiyoo hojjeete dijjuuti addaa kutee,Positive
2797,leencaa keenya,Negative
2798,dhugaa jettee dhugaa,Positive
2799,dhugaa ketii,Positive
2800,namaa koo sin jaladhaa ❤❤❤,Positive
2801,dhugaa ke jette nama jabaa,Positive
2802,nama oromummaa hin bekne tu akkas jedha nama jaalala biyya hin bekne bro ati obsi,Positive
2803,jabaadhu jabaa mucaa oromoo,Positive
2804,bayyee bayyee nati toltaa dhugaa,Positive
2805,dhiira wayii ishuma wa'ee kubbaa miilaa Sana maĺee dubbii jabaa hàasofte.,Positive
2806,safuudha daandeetiif dhuga really really i appreciate you bro,Positive
2807,baayyeen si dinqisiifadha dhugaa maaluma ta'a osoo oromoo hundi akka kee kanatti yaadee oromoo ija tokko ilaala ta'e.,Positive
2808,dhugadha jete qaalii ❤️❤️❤️❤️❤️❤️❤,Positive
2809,nama baratee fi nama hubannaa qabu jechuun kana baqqaa nuuf jiradhu qaalii OROMOO KING,Positive
2810,nama samuu,Positive
2811,dhugaa kee jettee ebbifamii,Positive
2812,uuuuf,Positive
2813,jabaa nama❣️❣,Positive
2814,dhugaadha,Positive
2815,antee jabba ilmaa bayyen sii jaladhaa,Positive
2816,Mucaa kana namni barnoota isaa jaallattu like,Positive
2817,smart ! mucaan sirriima itti cabse that's all about,Positive
2818,jabaadhu jabbaa nama,Positive
2819,hunduu kana beekuu qaba.,Positive
2820,ilmaa wallaggaa dhiiraa koo maaf dhoksitaaa gandaa kee,Positive
2821,Dhugaadha Umuriimaa Kee Nuf ha dheeraasu,Positive
2822,bakkakee nutti himi jennee barreessinee dadhabne mee warri beektan nutti himaa,Positive
2823,jiraadhu,Positive
2824,Kunoo nama akkanaa nuuf dhiyeessaa,Positive
2825,aboo sitti haa tolu nufjiradhu qaalii oromoo ✅,Positive
2826,Bs dhugaa Gafaa attii Afaan oromo dubbaatuu bayyeen Gammadee Nuu Jiraadhu dhugaa waqaa,Positive
2827,Maal goonaa dhiiro Motummaatu Uummata Keenya walnyaachiisaa jira.,Positive
2828,ati dhuguma nama sin jaaladha rabbii,Positive
2829,ittin sif daabalaa afaan 1 qofaa dubbatanif miti afanumaa kammiyyuu haa dubbatuu waal qoduun hin barbachisuu,Positive
2830,dhugaa kee sanyi wallahi like godhaa namni lammi ofi jaalattan❤️♥️♥️,Positive
2831,Ati kan oromummaa jetta akkakootti namni sanyii barbaaderraa Haa dhalatu waan saba biraa ta'eefuu jibbamuun gaarii miti ture nama ilaalcha fogoggoraa qabutu jibbama malee enyummaasaatiin jibbamuun gaariin turre,Positive
2832,dhiira ati!!!!!!!,Positive
2833,akkas dubbin jabaadhu,Positive
2834,Kun dhugadham bro,Positive
2835,kana inni sirriin,Positive
2836,jabaa dhiira,Positive
2837,dhugaa laafaa jiruu,Positive
2838,wow,Positive
2839,namni barate akkanatti asawa dhageffadha,Positive
2840,nuuf jiraadhu qaalii keenya,Positive
2841,ijarraa hafi dhugaa,Positive
2842,dhugaa jeettee barsiisaa,Positive
2843,eessallee akka taatee hin beeku garuu oromoo taatee hunduu yaada kee otoo qabaate natti tola,Positive
2844,mucaan kun akkati das najedhu,Positive
2845,Hayyummaa Darggaggummaa waliin,Positive
2846,Qaxalee ilmaa!!,Positive
2847,goota keenya nuuf jiraadhu.,Positive
2848,qaxalee keenya nuuf jiraadhuu,Positive
2849,afaan oromoo haasayuun gahaa miti...,Positive
2850,dhugaa jete,Positive
2851,jiraadhu jabaa namaa,Positive
2852,dhugumam qali,Positive
2853,akkas ilma oromoo,Positive
2854,eeyyen qaxalee dhugaa keeti galatoomi,Positive
2855,dhugaadha qaalii jabaa oromoon qabu keessa tokko atti dhugaa nama addatti atti,Positive
2856,dhugaa Kee jettee broko,Positive
2857,Nuuf jiraadhu qaalii Oromoo,Positive
2858,jiraadhu,Positive
2859,dhugaa mucaa kana baayyeen jaalladha dhugaa barnootasaallee baayyeen hordofaa turee waaqi,Positive
2860,Eebbifamii nama jabaa keenyaa,Positive
2861,wow jabaa koo,Positive
2862,ATI dhugaa jabduu Oromooti,Positive
2863,wow my amazing,Positive
2864,Dhugaa jette,Positive
2865,dhugaketii,Positive
2866,Qaxallee wayyiidhaa,Positive
2867,"ooohhhh ulfaadhu dhaloonni barate akkasitti yaada
warri akkasii nuuf haa baayyatu ani oromoo ta'uu koo qofan beeka",Positive
2868,Ati dhalota sirridha garu kan akka kee 1m nuf hata'uu warii jettan,Positive
