Comment_ID,Text,Sentiment,label
7047,Ani comment ilaaluu dhufee!Baayyee kolfee......garuu girriisan commentii kenna  hinjiruu.abdii kutatee jira ta'a.,Neutral,1
360,Waan tokko jechuu hin dandahu Ulfaadhu ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,2
8713,Dhugaa heduu onnee nama cabsaadaddiyyee koo,Negative,0
3434,hin alba'in,Negative,0
3266,mucaan kun jabaa oromoon qabdu keessaa tokkodha,Positive,2
6867,Dhiisamee wama Jawwar kana waan dubbaatan dhabdanimo akkam isaa,Negative,0
2098,Osoo ta'ee baay'ee gaarii dha,Positive,2
5930,"Maal hojjeta biyya kanaa,biyya dhaabiitti dhalli namaa qal***maa oolu!",Negative,0
9750,suuraa hoo,Neutral,1
6588,Filannoo waani jedhamu Itoophiyaa keessaa hin jirtu kan filuu fi filaatamuus mootummaa qofa,Negative,0
3737,dhugadha❤️❤️❤️❤️❤️❤️❤️❤️,Positive,2
6036,Jettaniire kabajamoo,Negative,0
6999,Kun yaada Qajeelaa miti!!!! Projeektii uummata keenya fayyadu akkasii hambisuufi moo Intention Yaada kana duuba jiru maaloodha. Shame on you OMN!,Negative,0
9996,App isaa naa bu'u didee akkam godhuu,Neutral,1
1380,akkamitti dibatan,Neutral,1
5989,BBC xallo nana Abichuf namticha marata tana maf wal biratii maxafantan diqaloch,Negative,0
7037,Dadhabina olbahe!,Negative,0
6100,Daaddaa Itoophiyaan yoo mana fincaanii dhayxu qofa funyaan qabatti!..,Negative,0
4470,Ameen Ameen Ameen sagalee jireenya si haa dhageessisuu,Positive,2
5194,Ittala sharmuxani nufixxe,Negative,0
414,Please ati hin dhaga'iin jechaa namaa dogogorri tokkooyyu hin jiruu warra dadhaabottatuu yaada Negative kaasa go on jabaadhu,Positive,2
5041,Ethio telecom is a thief,Negative,0
3295,dhugaakeedha kun si haa eebbisu.,Positive,2
3903,dhadheresaa sa.a1 godhaa,Positive,2
8573,@burqumsa Sirrumati Hace fakkaata. Goota akka Hacaaluu ta’u hindidu. Qeerro Oromoo Kamiseeti?,Neutral,1
8173,Boksii linkii malidhaa?,Neutral,1
7618,Eessatti argachuu dandeenya?,Neutral,1
5768,maqaa jijirachuu nan danda'aa?,Neutral,1
1700,Hojiin bubbee duraanuu balballoomsuudha. Hojirra balballoomsuu isiniraa tola. Dhugaadha.,Negative,0
7534,Ciniinsuu moo cimimmuu ? Adda nuuf baasi,Neutral,1
2588,lamaa tataniti hojetani kaa yoo futee baree ,Neutral,1
7917,Doctor qamaa salaa dhiraa yoo muruu bantee maal taa,Neutral,1
1898,"Anaan fincaanti na dida hammas si,a 3 jedhutti",Neutral,1
1124,giftii diraama hiree irrattii baay'een sii jibaa,Negative,0
2172,umuri nuuf deeradhu,Positive,2
1284,dhugaa ,Positive,2
2004,Tahuu qaba,Neutral,1
5220,Furmaata jira hoo?,Negative,0
4189,Ebbifama,Positive,2
5496,Akka g/jimmattii gabrummaa bay'ee hamatu A/oomoo #Naaddaa keessatii argama..!!! Rabbiin haaqa miskinaa hin dhissiin!!!!!!!,Neutral,1
8229,waan hojjattu dhabdee video sobaa hojjattee ummata sobdaa,Neutral,1
3773,mashlamashlamashlamashlalubbuuQalii,Positive,2
3422,wallahii dhugaa keti,Positive,2
7998,You wanti akkasi namamudate ergasi dhabate hoo fayyuu argisisa,Neutral,1
3556,eeyyeen dhugaa godhaa walirraa bareduu,Positive,2
647,Galatoomi s /s omn irra,Positive,2
6358,Bilisummaa,Neutral,1
2710,gadhiti qoyii ambo hin dhuftamoo miti makina keessaan gomashi gargar gotaani dhiftum,Neutral,1
4627,Mashaallah mashaallah Alhamdulillaa Rabbinii ustzii keenn nuufii heeguu♥️♥️♥️♥️,Positive,2
7409,Dr Akkana taanaan jaartii teenya ulfeeysuu hin barbaanne yoo ta'e carraan nuti jaartii teenyaa waliin rafuu qabnu Baayyee xiqqaadha jechuudha bar,Neutral,1
1168,doctor Ani qamnii Sala Kiyaa hinjijramne amas fedhii hin qabu maalf dafii naa debisii,Negative,0
5406,Eeysahiin arkkachuu dandaha ammaa,Neutral,1
4139,Ameeeen🙏🙏🙏🙏,Positive,2
9977,Certifecate Ethio Coders Naaf Hojjechuu Dandeessaa?,Neutral,1
7635,"Eessaa,argannaa",Neutral,1
9313,video hojjeetame gara photo ofitti jijjiiruuf,Neutral,1
7722,Kun safuudha.,Negative,0
5099,Mee siilaa dubbattee ummaataaf mal goochuu qabaa? Fayiidaan ummaatni dhabbataa kanarraa argaachu qabu malidha? Mee fayidaa fi midhaa inni ummata irraan ga'ee addaan Baasiti nufis haa galuu nus sii degarraa.garuu fayidaan ummata kuni kardi gutaani ittin bilbiludhamoo akkami?,Negative,0
476,Anni bay'ee assira hubadheera,Positive,2
7355,Dukkubini sukraa nama​ garaa namti​ ni​ darbaa?,Neutral,1
1311,Gaarummaan keessan milkaa'inna keessaniif isin fayyada Dr,Positive,2
8873,OBU nu hirranfatee,Negative,0
8454,"@Jawar_Mohammed Afaan Somaalee, Tigrifaa, Inglifaa hoo?",Neutral,1
3300,alba'aa,Negative,0
9496,"please haalla kamin dubai irraa garaas dhufu danda,a",Neutral,1
4611,AMIIIIIIIIIIIIN AMIIIIIIIIIIIIN AMIIIIIIIIIIIIN AMIIIIIIIIIIIIN yaa rabbalaalamiin,Positive,2
541,Darbii jiraadhu namaakoo hubaataa namaa utuu namni hundi akka kee kanaatti yaadee silaa.....,Positive,2
8902,Kan diillaa nuuf himaa maaloo,Neutral,1
9015,Silki gizee dawalamu cufadha jedhe fallissa mali ittu bana jirru,Negative,0
3158,maal betaa atii,Negative,0
2852,dhugumam qali,Positive,2
6198,Leencaa dinaa raasuu gootaa oromoo fi oromia baaga jiratee,Positive,2
4936,maqaan dogongoratae,Neutral,1
8029,Bilbilaa ishee xiqoo hoo,Neutral,1
7172,Dr dhifamaa gafii koo naa debisii marsanii laguu guyaa 23 namatii dhufuu sir moo sir mittii ???,Neutral,1
1021,Maa akkatti if qaalee sitan  s.1  Takafaa warabaa,Neutral,1
7817,Daa'ima waggaa meeqaaf dhorkaadha?,Neutral,1
1756,Ergaa yoomii jalaalii doolaraa fi digiiriin tilmaamame dalee wayii,Negative,0
9173,kan Tecno hoo kamidhan,Neutral,1
6344,Daafii bakka jirtuu of ilaallii anii yeroo korbeessaa koo duuu akkaa namatin boo ee atii naa boochiftee jaawar,Negative,0
8496,@Jawar_Mohammed anilleen fedhiin kiyya akkasuma nuuf jiraadhu toltuu.,Positive,2
6514,Sekondii 5 keessatti urjii sin lakkoofsifti tababbaraadha isu,Negative,0
4632,As wr wb akami jiirta naguuma fayyadha luubuko maali jiiiruu maali fooakkat,Positive,2
7443,Dr Hamza galatoomaa baay'ee namatti tola yaadi keessan text biraas nuuf dhiyeessaa guyyaa muraasa booda galatoomaa...........!!!!!!!!!!!!!!!!!§§§§§§§§,Neutral,1
8364,Lakk watapp kiyyaa 00971543974421,Neutral,1
7525,Argganan namnni kamu yoo nyaatte rakko qaba?,Neutral,1
9135,Boni galatoomi! Tips ati nuuf qooddu hedduu kan fayyadaniidha. jabaadhu. Mee samsung irratti akkamiin screen video record gochuun nadhibee jira. need your tip!,Neutral,1
6573,Barri sodaachisaadha dhiiroo!,Negative,0
3530,rabii ha godhu hiree fi gamee,Positive,2
9436,mee.akamiti.kafala.nutii.himii.please,Neutral,1
1339,"Dammii haarrii basaa jedhuu, kun dhugaadhaa Dr,",Negative,0
4513,"Kenna uumamaa,sagalee,maa shaa allaah ❤😊",Positive,2
671,Maallaqa argaatu taanaan shakshakkaa,Positive,2
7875,Kara telegram nuf hiy jedhame,Neutral,1
8197,"akkata Birri san itti fudhu naaf Himi 
 brother koo qaalii",Neutral,1
1762,"atimoo shoshooke male Mal qabda,, inumtu sirrati rakasee malee",Negative,0
2084,Kootu abaaboo Jaalala Dhugaa siif qabaa maraa fudhu ishii bareeduu tiyya sitolaa ,Positive,2
9730,FAN number ottu digital hin fudhane yoo nuu jalaa bade akkamin defana ykn irra debine guna!???,Neutral,1
9706,maqa sirreessuuf jennaan na dide anaan mirkaneessime bro,Neutral,1
9086,sabbata naannoo kamii maaloo lubbu,Neutral,1
5264,Nurra baleessaa telema kan jedhamtu kan dargaggeessa hojii nu dhisifte,Negative,0
2288,"Si,iiyyu itti Dabaluudha.ilmoo jaldettidha.",Negative,0
5993,Afrikaa bulchuutu malaafiyyuu,Positive,2
4723,Mashalaa Mashalaa Mashalaa Mashalaa Mashalaa Mashalaa lenca kenyaa umrii nu dheradhaa ❤❤❤❤❤,Positive,2
2716,qimami gurbati,Positive,2
6359,Adunyaa harkaa raabbii jirtuu wadaaja gosiftee korbeessa koo ajjeefte,Negative,0
2411,afaan oromootu beektu qottoo,Negative,0
8701,subahanallh bineensa akkm walin jiraanna,Negative,0
5092,Warra ethio telecom yeroo isaan akkasiti ummata samaan motumman quba qabu maf callise,Negative,0
5977,"'Woraanni Itoophiyaa bara Hayilesillaasee fi bara Mallas amma caalaa cimaa"" jedha. Xiinxaltee duuteerra jedhiin",Negative,0
2328,maalidha wansaa naaf glu didee dhugaa,Negative,0
8764,Barnoota gaazzixeessummaa Digrii 2ffaa maal qabdu,Neutral,1
6085,"Kasaartu wayii,hidhaa baate,umrii kee guutu mormuufi hidhaa jalaa hin baatu.",Negative,0
7670,Atii waqaraa hin daddane sexanaa mallee,Negative,0
5614,Ololli ololameef hojiin dhaabbatu tokkollee hin jiru,Negative,0
2498,maal gochaa akkas godhuu dhaqxee eenyu ati qoosaa gootaa kana keessatti of egaadha haceekoon tabachun kun rakko of keessaa qaba garuu,Negative,0
1497,"gaddibeebituu, Xawalwwaalleen akka kee eessa jira",Negative,0
4129,ameen.ameen.waqayoo.sihaa.ebisuu,Positive,2
4188,Ebbifaami ebbifaami,Positive,2
341,Negative hasaawaa dar. Ballinnaan  dhageffadhe dhabe. yaadaa bilchataaf haqa jiru dubbate warri qeeqxan ofitti deebiaa of ilaala . namni kun dhugaaa jiru nutti himee jabaadhu ati waca dadhaboota dhaggefatin bro. keep it up.,Positive,2
5857,Jawar jechun oromofi hinqabsawu    sare mana lama nyatu itu isa achin qaqaba jetu worabesinyata jedha fakatedha Abiyyi Barrohojatesi Ajahojatesi Kesikenya Hin beka is in Kuni saree maratudha bekka,Negative,0
8643,Kitaaba abju daqiia tokko jedhu Please,Neutral,1
6235,Warri dhiirotaagaa dhugumase'aatiimmoo kilo keessan olkaafadhaagaa,Negative,0
599,ol fuudhi gurbaa irriba keessaa na kaaste awwayyaatti as deebisi,Positive,2
45,Ammaf nama cima akkanatu nu barbaachisa!,Positive,2
153,Barbadeen argadhee ta'ee dhagefachaa jiraa mucaan ibidaa,Positive,2
4864,Mashaall,Positive,2
5468,#Baandummaan  maaliin ifa   !!    maalummaa namaa osoo hin beekin maqaa namaa sobaan gurrachessuu caalu hin jiru.,Negative,0
3865,wow an akkatii isin egaa jiruuu mloo akkatii isin jalladhuu hundaa kessan jabadhaa,Positive,2
9300,nuu galuu dideem please irra nuuf deebi'i,Neutral,1
2593, anilee dur nyadhee mastikaa ,Neutral,1
3645,"maasha allaa shukran jzk
dhugaa dubbachuuf harra
hiikni walaloo kanaa naaf gale
GALATOOMAA",Positive,2
3697,mashaa allah,Positive,2
3793,"jabadhaa baay,ee baredduu",Positive,2
3905,waaw isin Eeyna kaa,Positive,2
2596,Ayii firoo koo jabaadhu sirraa baredaa,Positive,2
8303,bilbila simin keessa hin jire keessati hojjeta sanyii,Neutral,1
5227,Dhabbanni kamuu bu'aa isaf malee eenyufu miti yoo nuf danda'aame itti jiraachudha yoo dadhabne dhiisnee taa'uudha.,Negative,0
4147,AMEEN✓✓✓,Positive,2
2871,I'm so proud by you.Galatoomi Dhugaa Oromoon Hundii Osoo Akka kee kanatti yaadne Addunyaan Harra Harka keenya Jirti,Positive,2
6582,Dhimma isheeti,Negative,0
2984,akkas abe nama jechun,Positive,2
215,Wowww namatii tolaa❤❤❤❤❤,Positive,2
816,Jabadhuu ,Positive,2
4059,lakofsa wasapi kesani naerga adara wan isin gafadhaa,Neutral,1
6954,Biiyyaa gudatan irra wa baradha,Negative,0
3898,wow filmii bareedadha hundaa isaa ilaleera,Positive,2
661,Kama durani gadi basani,Neutral,1
2849,afaan oromoo haasayuun gahaa miti...,Positive,2
9083,baalee idoo kami,Neutral,1
8250,❤akkamiti bafatan video hojadhu,Neutral,1
5098,Hattuudhaa teleen,Negative,0
7527,Dr galatomi,Neutral,1
5132,Tele ummaata keenyaa samu jirtti namin waan kan dubatau hin jiru garu maalf otto waan kan sirresitan hoo ato dhabani safarcom hin jire teete baay'ee rakana network baay'ee safisa mooti 4Gjedhan maale arifate wanta tokko hin dalagu qara qarshi kudhan shani (15) meega bayit sagalee 80 bitata amma immion qarshi 22 meega bayiti 70 qofa maalf,Negative,0
5703,suuraa jijjiiruun hin danda'amaa?,Neutral,1
6658,Dhaqee fannoo filachuu danda.a  jawween,Negative,0
8464,@olkaba_wayessa @Jawar_Mohammed Maal afaan oromoo magaalatti hin dubbatamuu???,Negative,0
7186,Hayyee dura ulfa ta'uun kee erga baramee deebiftee dhiiga agarraan Ulfatu sirraa bahaa jira ta'uu danda'a waan ta'eef gara hospitaala sitti dhiyoo jiru deemii ilaalami obboleettii tiyya.,Neutral,1
8563,@AbiyAhmedAli Abiy marraata #most go,Negative,0
7130,Dr dubartiin tokko deetee osoo marsa laguu hin argiin ulfi ta'uu danda'a?,Neutral,1
3659,wani hn benee tabatbbun hn barabashisu ustazi isinuman nufi hikaa☝,Positive,2
5021,silki jijirachuu barbadee,Neutral,1
8011,Dr Taphatamoo,Negative,0
7836,"Laaguu booda count 7days and add 10
 Kana jechuun guyyaa laguu itti dhufee lakka.un
 7 irratti guyyaa 10 yoo idanuu 2+7=9_19 ta.aa
 Kan guyyaa 32 itti dhufe",Neutral,1
7743,Doktora huddu safuu eggadhu,Negative,0
4533,Jabadhuu my bro❤❤❤❤,Positive,2
9220,Fb kiyyaa Silkii namaatin Seene amma garuu Silkii san keessaa log godhee bahuu dide mee naaf himi akkan godhuu qabu tnx,Neutral,1
2119,Nuu Haa Argisisuu,Positive,2
3846,maloo torbanitii lama nuu godhaa yokki daqiqaa nuu dherssa,Positive,2
7501,Ji'a meqa irra egalte yo nyatte bu'a qaba Dr,Neutral,1
1867,Sobduu atuu kana hin beektu!!,Negative,0
7518,Qubee in baranneyi?,Negative,0
8738,Ni huuqqatan akka malee,Negative,0
2513,mee warri firoo jaallattan coment kana like godhaa ,Positive,2
4731,"As wr wb
 Mashaa allah tabarakallah rabbin isinirra haa jalatuu milkii biyya lamaanii isiinif haa laatu ustazaa kenna rabbif jechaa isiin jaladhaa bakka demtaan hundaa tiknii rabbi isiin waliin haa jiraatu",Positive,2
3067,Nuuf jiraadhu Baayyeen si ajaa'ibsiifadhe❤️❤️❤️❤,Positive,2
653,Jaabadha omn ijaaf guraa ummaata,Positive,2
4117,Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen Ammmeen Ammeen,Positive,2
8130,mitii dhufuu hin dada. uu Call qofa,Neutral,1
3619,soba godhi,Negative,0
7093,Please warrii maqaa OMN tiin account banattee midia guddaaf kabajama kana arrabsiistuu otoo adabattee siif wayya,Negative,0
9337,screeni yoon gadi qabee send send kan jedhu naa hin fidu maaltu sirrachuu qaba naaf deebisi,Neutral,1
4259,Ameen Ameen Ameen obbollesaa kenyaa waaqayyoo goftaan farfannaa ergamoota siin yaa dhagechisuu ♥️♥️♥️♥️♥️,Positive,2
3708,❤❤❤❤❤❤❤❤ufff yaaa rabbi umurii nuuf dheeredsi,Positive,2
4735,Maashaa allaah rabbii umrii saa nuuf haa dhereysuu❤❤❤❤❤❤,Positive,2
7440,Dr marsan laguu dubarartii tokoo yemuu dhufu guyya sadif turee ammo guyya tokko giddu olche yo dhufuu Mal gochuu qabnaa,Neutral,1
8076,Atii barnoota bareeda barsifta silahi tokkicha kana sirii miti,Neutral,1
2742,waaqayyoo baga sammuuke bane natti tolte dhugaa,Positive,2
8012,Doktereshiin muuzicha utu fayyadamu baattani,Negative,0
7022,Yom guddaatu garu issin,Negative,0
8214,Mee Bilabila Kee Nufa Kaayii,Neutral,1
7342,Maal nyaana ree nyaata maraa dhisaa jettaan Dr ?,Negative,0
9172,itel akamitii update gdhan,Neutral,1
2624,Haamtu lafaa kaa'ii Compainera itti gadhiisii gurbaa Callaa qofaa fudhataa,Neutral,1
1586,farisee bulaa,Negative,0
2381,shexanaa siin jedhaa,Negative,0
1108,Jabaadhaa lubbuu  essa jiraatuu ,Positive,2
4469,sagaalee jireenyaa Si haa dhageessisu❤❤❤❤❤❤❤ Ameen Ameen Ameen,Positive,2
9123,afaan oromoottii jijjirachuun hin danda'amuu ❓,Negative,0
1152,anii amala akan ni qaba garuu rakoo hin qabu dr ,Positive,2
7230,Maaliif yeroo spermii itti naqa na guba jetti shamarran tokko tokko,Neutral,1
5223,Raabbi iii issiin nuurrra haaabballeessuuuu maalee wwlhi,Negative,0
3858,Hiree qalii keenyaa ♥️♥️♥️,Positive,2
7938,Utu laguuni irraa jiruu wali qunamati salaa gegeesuni in danamma,Neutral,1
5546,Biyya eggadha biyyii rakko kessa jira,Negative,0
3046,dhuguma beekaadha ati,Positive,2
4066,waaqa jedhii follow naa debiisii gafii qabaa anaa uuuufffff,Neutral,1
2622,eessatti badde jechaan ture dhugaa,Neutral,1
8330,Oromiyaa keessaattii hojaattaa garuu,Neutral,1
3198,Ani kubba ilaaluu naan jalladhaa garuu yaanni issa siriidha garuu namni hanga kana maraa kubba ilaaluun waan nama midhuu miti kanaaf wantoonni rakkoo dargaggota tahan baayyetu jira isarratti otoo asahani,Neutral,1
2571,@woyooo gurubaa ksnaa hojin narkaa badeee qaraa,Negative,0
8110,Biyya biraa ta'e kan itophiya xalaafuu nan danda'a?,Neutral,1
6266,Jawaar bakka jiru nagaan hinjiru. Fagoodhumatti wayya. BBCnis oduu nagaa dhagahu hinfedhu natti fakkaata.,Negative,0
3502,utuuma dhugaa isaa Siri utuu wal futani nan jaladha wal bira baredu,Positive,2
5299,Kkkkkkk Mee Warra kaardii fayyadamuufis nuuf hojjedhaatii nutti himaa! Fkn Namni Qarshii 2000 guutchise  irraa ciccitee hagamtu gara gatii ibsaaf hafaafi?,Neutral,1
5179,Kun Nama itti himanu dhabne malee gaafii ykn komii biyya hundati.,Negative,0
4348,Ammen Ammen Ammen ebbifamii ebifamiii ebifamiii sagalee jirenya sii yaa dhagesisu ❤❤❤❤❤❤❤❤❤❤❤❤,Positive,2
249,Ebiifamii dhugaa keetii,Positive,2
2749,qaxale muca oromoo,Positive,2
8009,Abbaa caabsaa maali atii,Negative,0
6669,Hin sobdi namichattiinkun,Negative,0
6471,Israel yoo dhiisan wayyaa akka xiqqinaa ishee miti Ameerikaan ishee dubaa jirtii,Neutral,1
9691,DV guutee confirmation number koo naa jala badee furmataa qaba,Neutral,1
6995,"Maal si galche? Uummatni gammadee fudhateeraa.
Kun ajandaa siyaasaa ta'uu hin danda'u. 
Warri OMN Kun isin Dhuguma Oromoodhaa? Moo maqaa Oromootiin daldaldaltu?
Mee akka namaatti yaaddu yoo ta'e DXI Boolee yoo dhiphate, furmaata maalii keessa ati? Samiirratti akka ijaaramu moo eessatti akka ijaaramu barbaadde ati?",Negative,0
5948,Hadhaa Gadatuu sii Wamee Gali jedhaanii ,Neutral,1
3129,wly osoo gurbaan kun bakka abiyyi haa taa'uu jedhamee jalqaba kan filatu anaa,Positive,2
4963,footoo akkamitti sirreessuu dandaa'a,Neutral,1
537,Kkkkkkkkkkk baay'ee nama dhiba! Waa'ee Arsenal kanallee aniyyuu baay'ee na dhiba yeroo namoonni media kanarraa waccan.,Neutral,1
9670,Yoo koodin misegi nuraa bade maal itti naqna ?,Neutral,1
3472,Ammas wal fudha male,Positive,2
6535,Akka gaazaa akka hin taane jedhani,Negative,0
904,Galoo jechan ittin sii ibsuu hin qabu ,Positive,2
5038,Ethio telecom haatudha,Negative,0
1863,Jabaadhu itti fuufi gorsas kee kana,Positive,2
6786,"Ati waa'ee gadhaa malee, waa'ee siyaasaa hin beektuu",Negative,0
6700,Mee dhugaa jedhi,Negative,0
4580,Masha Allah masha Allah rabbiin isiin irraa haa jalatuu Jzk Jzk Jzk ustazaa kena kabajamaa fi jalatama rabbiin umrii keessaan nuu haa dheressuu ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,2
3343,kijibdu akkana hin dandeenyu dhaab nurra,Negative,0
3568,eree amyuu akum saan wayaa,Positive,2
2343,Deemi Asii Eenyuutu si waamate,Negative,0
395,Nufii jiradhu muca Kakuu kunii ❤❤❤❤❤❤❤❤❤❤❤,Positive,2
2455,oromo koo,Positive,2
9791,"Gmeil yoo maal tahe storage is full jedha, akkasitti na rakkisee please maal godhuu qaba naaf himiAbdu HD showw",Neutral,1
1445,iti mudi maliti bekiti gadheni baka dhiri olu,Positive,2
2582,sii.uma.adagan.sihafudhubo.gurba.moluu,Negative,0
2721,moromaa kee sibiraa yaa busuu malii fakataa gowaaa ,Negative,0
326,Wanta baayyee sirraa baradheera galatoomii qaalii OROMOO❤❤❤❤❤,Positive,2
8875,Odaa bultum hoo,Neutral,1
7108,Sammuun waan gaarui hojjechuu hindandeenye dabaaf dorgomaa hinqabu jedhan   jettanii karaa kana dhuftaniimmo uummanni abbuu seera eessa qubsiifame dura gaaffi kanaaf deebii barbasnna,Negative,0
6232,Safuudhabboo,Negative,0
9329,koomentii akkamitii olbaasu lubbuu,Neutral,1
4722,Masha allah tabarakallah masha allah ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,2
3739,@Jalaalii dhugaa baraaf birriin hin jijjiiraamu@,Neutral,1
2025,"Wa,EE birii hin dhisuu namichikun Isaa enyuu walalee mee  mirgaa oromoo kajjchisii jedhanii warii itii siqxanis hammatanii hin Tayinaa  waraa dhumajiranii ilallaa",Negative,0
8778,Karaa email dhaan galmaa'uu hin dandeenyuu? Mee lakk. email nuuf gadi lakkisaa,Neutral,1
8580,@Jawar_Mohammed Wanti biyya kana keessatti raawwatu kamilleen kan raawwatan dhugaa jiru ka'umsa godhatee osoo hin taane saba irratti hundaa'eeti kanaaf tahuu danda'a jennee tilmaamna.,Negative,0
1530,Atis akkasuma turte be karaa dogaggora hubatanii dhiisuun jijjiramu miti,Negative,0
9157,kaa goggle account nama gaafatu hoo???,Negative,0
958,Bayyee isin jaalana,Positive,2
6298,Abiy Irrattii Qabsa'uun Dhaloota Irrattii Qabsa'uudha.,Negative,0
5254,Safaicom Fayyadamaa!,Negative,0
1992,Homaa nun fayyadu. Faayidaan maallaqa jijjiiruu kunoo jireenya nurratti qaalesse,Negative,0
9271,eraa jara kenyaa capcut na didee naa bu'u,Negative,0
4454,Ebbifami,Positive,2
1547,"uuuufff haasaa kee na jibbisiise,",Negative,0
6437,Dura ISIS biyyaasaanii keessaa habasaan.,Negative,0
4899,Waleykum Salaam Warahmatullahii Wabarkatuhuu Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Saallaallaahu Aleyhi Waasallam Masha Allah Tabarakallah ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,2
3551,wal jaladhaa mee suuraa,Positive,2
4067,dawa Issa maalii,Neutral,1
3359,situ garba furii,Negative,0
1393,Jireenna ani jaaladhu,Positive,2
4018,ammuma naarra jira,Neutral,1
6259,Gurraachatti fayyadamuu hin fedhanii ija hin babaasinaa cileewwan kiyya,Negative,0
2550,anuuu mastika isaa hojedhe nyachuu hawe itii cabsii,Positive,2
6661,Akka Dhufe Mana Sin Fuune,Negative,0
34,Yaa waqayoo ijaa hamtuu irraa nuf qabi ani jechaan ittin si ibsuu hin qabu❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Positive,2
3831,wow dhugaa rabbii bayyeen si jaalladha,Positive,2
8354,Bayee sii galateefaner,Neutral,1
9223,video lama wal maddii qabani tiktok irratti gadhisuu dandeenyaplease,Neutral,1
7076,Gara #Maccaatti nuuf haa dabarsaniiree carraa akkasii? Namni ni dhiibama jedhamee dirreen xiyyaaraa eecha haa tahuree?,Negative,0
4182,Ebbifami sol💝💝💝💝❣️❣️❣️❣️❣️❣️❣️,Positive,2
578,Mataaa dhiiraa,Positive,2
802,Lenca kiyyaa,Positive,2
2838,wow,Positive,2
626,baga gesee bareduuko ,Positive,2
1329,Dr.dammii arri nutti fida kaa mee na deebisi asuma jalan.,Neutral,1
3280,tebdaa jedhiini,Negative,0
9913,tik tok koo Live na galchuu dide Password isaammoo nan dagadhe Video ofirratti naaf hin waraabu,Neutral,1
4137,Ameeeeeeeeeeeenebiifaamaa,Positive,2
8111,Anu ergan idhe lak itiopha biya bira tae umaa hin argine,Neutral,1
42,Wawww baayeen jaalladhe dhugaa,Positive,2
739,Dhugaa Abdii guddaa sirraa qabna ummani Oromoo,Positive,2
56,Realy dandeettii acting professor kanaa jaalladheera dhugaa,Positive,2
4700,"Mashallaa Rabbiin umrii keessanii keessaa barakkaa nuf haa ka,u❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",Positive,2
1177,Dhugaadha ,Positive,2
8169,ATI sobadhisii duriyee,Negative,0
7630,malo esati argamaa garuu,Neutral,1
786,Hojii bareedaadha qashtii jabaadhu,Positive,2
4787,Masha all Masha all❤❤❤❤❤❤ Masha all Masha all❤❤❤❤❤❤,Positive,2
4345,Ameen Ameen Ameen ❤❤❤❤,Positive,2
2002,Maal nu galcheere,Negative,0
7290,Mee wa'ee Sarger Dalagame Waan dhoorkamuun beekuu,Neutral,1
4794,As wr wb akkam jirta,Positive,2
3364,Dedeb mitnagron ewoqfara,Negative,0
3365,albatii,Negative,0
874,Jabadhu qerenasa kenyaa hayuun artistii nuu dabalii,Positive,2
4006,Dr itti nuu fufu qaba ummanni afaan barbadanni argachu qabu,Neutral,1
9952,Akkamiti galmahu,Neutral,1
1648,Rakkannee barana,Negative,0
2133,nuf jiradhuu abbichuu annàa biya,Positive,2
6795,Gantuu,Negative,0
8436,@Jawar_Mohammed Obbo Girmaa nuf jabadhu !,Positive,2
2467,maaf maarrumman nu dhukkubsituyi,Negative,0
1501,afufutuuu abbaa garaa mal ahadheeeeeee bekataaa,Negative,0
5300,Maalif kaffaltiin lakoftu ji'an nuuf hin galu hin kaffalanna diboositii jedhanii waggatti nu kafalchisu akm goona,Negative,0
5282,Dhabaataa gad-deebiidha,Negative,0
5598,rabii nuraa isii habuqisuu,Negative,0
2453,hacce koo ,Negative,0
9164,akkamit bilbila nama osoon harkaan hin tuqin ofiraat hidhaa,Neutral,1
5032,Kun dhugadhaa ammamoo keessumaa bahanii malii nuu sammuu barbadaniruu,Negative,0
5285,Dhugaadha xiyyeeffannoo arigatuu qaba,Negative,0
4810,Mashalla mashallaa mashalla mashallaa mashalla mashallaa mashalla mashallaa,Positive,2
7305,Please Address hospital kessanii....❤️,Neutral,1
1011,Jirra maloo gameen àraaramaa,Positive,2
